annee,regime,indicateur,valeur,unite,denominateur,source,note
2012,travailleurs tunisiens à l'étranger (RTTE),assiette (dénominateur),22.968,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 89-107 du 10 janvier 1989, art. 6, 7 et 19, JORT n° 4 du 17 janvier 1989, p. 98-99 (https://www.pist.tn/jort/1989/1989F/Jo00489.pdf)","SMIG au 1er janvier : décret n° 2011-679, JORT n° 42 du 10 juin 2011, p. 901 (https://www.pist.tn/jort/2011/2011F/Jo0422011.pdf) ; somme des classes 2006 pour 2006 actifs"
2013,travailleurs tunisiens à l'étranger (RTTE),assiette (dénominateur),23.892746,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 89-107 du 10 janvier 1989, art. 6, 7 et 19, JORT n° 4 du 17 janvier 1989, p. 98-99 (https://www.pist.tn/jort/1989/1989F/Jo00489.pdf)","SMIG au 1er janvier : décret n° 2012-1981, JORT n° 77 du 28 septembre 2012, p. 2271 (https://www.pist.tn/jort/2012/2012F/Jo0772012.pdf) ; somme des classes 1992 pour 1992 actifs"
2014,travailleurs tunisiens à l'étranger (RTTE),assiette (dénominateur),23.40521,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 89-107 du 10 janvier 1989, art. 6, 7 et 19, JORT n° 4 du 17 janvier 1989, p. 98-99 (https://www.pist.tn/jort/1989/1989F/Jo00489.pdf)","SMIG au 1er janvier : décret n° 2012-1981, JORT n° 77 du 28 septembre 2012, p. 2271 (https://www.pist.tn/jort/2012/2012F/Jo0772012.pdf) ; somme des classes 1946 pour 1946 actifs"
2015,travailleurs tunisiens à l'étranger (RTTE),assiette (dénominateur),24.221654,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 89-107 du 10 janvier 1989, art. 6, 7 et 19, JORT n° 4 du 17 janvier 1989, p. 98-99 (https://www.pist.tn/jort/1989/1989F/Jo00489.pdf)","SMIG au 1er janvier : décret n° 2014-2907, JORT n° 66 du 15 août 2014, p. 2062 (https://www.pist.tn/jort/2014/2014F/Jo0662014.pdf) ; somme des classes 1881 pour 1881 actifs"
2016,travailleurs tunisiens à l'étranger (RTTE),assiette (dénominateur),24.9795,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 89-107 du 10 janvier 1989, art. 6, 7 et 19, JORT n° 4 du 17 janvier 1989, p. 98-99 (https://www.pist.tn/jort/1989/1989F/Jo00489.pdf)","SMIG au 1er janvier : décret gouvernemental n° 2015-1762, JORT n° 91 du 13 novembre 2015, p. 2709 (https://www.pist.tn/jort/2015/2015F/Jo0912015.pdf) ; somme des classes 1840 pour 1840 actifs"
2017,travailleurs tunisiens à l'étranger (RTTE),assiette (dénominateur),24.77837,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"calcul ; classes : CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires ; décret n° 89-107 du 10 janvier 1989, art. 6, 7 et 19, JORT n° 4 du 17 janvier 1989, p. 98-99 (https://www.pist.tn/jort/1989/1989F/Jo00489.pdf)","SMIG au 1er janvier : décret gouvernemental n° 2017-668 du 5 juin 2017 (effet rétroactif), JORT n° 45 du 6 juin 2017, éd. arabe p. 1877 (https://www.pist.tn/jort/2017/2017A/Ja0452017.pdf ; l'adresse de l'édition française sert le fascicule arabe) ; somme des classes 1742 pour 1742 actifs"
2000,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.294667,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2001,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.257414,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2002,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.287076,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2003,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.276596,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2004,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.207096,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2005,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.313911,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2006,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.370033,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2007,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.429111,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2008,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.341971,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2009,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.337887,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2010,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.340281,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2011,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.378482,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2012,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.469591,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2013,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.444277,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2014,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.453751,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2015,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.48857,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2016,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.480978,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2017,travailleurs tunisiens à l'étranger (RTTE),coefficient moyen de classe,3.45178,multiple du SMIG,,calcul,Σ assurés × coefficient ÷ assurés
2000,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,93.75,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2001,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,57.29,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2002,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,76.39,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2003,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,103.54,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2004,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,149.22,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2005,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,124.24,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2006,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,147.44,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2007,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,135.16,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2008,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,133.33,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2009,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,150.54,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2010,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,179.76,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2011,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,210.14,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2012,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,218.39,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2013,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,219.51,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2014,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,272.22,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2015,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,289.44,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2016,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,288.79,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2017,travailleurs tunisiens à l'étranger (RTTE),pension moyenne mensuelle,271.81,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ pensionnés ÷ 12
2000,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",8.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2001,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",16.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2002,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",24.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2003,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",33.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2004,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",43.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2005,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",55.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2006,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",65.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2007,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",82.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2008,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",105.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2009,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",124.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2010,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",140.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2011,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",161.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2012,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",203.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2013,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",246.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2014,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",300.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2015,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",374.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2016,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",464.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2017,travailleurs tunisiens à l'étranger (RTTE),"pensionnés, toutes natures",600.0,personnes,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)",orphelins compris ; fin d'année
2000,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),0.009,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2001,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),0.011,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2002,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),0.022,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2003,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),0.041,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2004,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),0.077,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2005,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),0.082,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2006,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),0.115,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2007,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),0.133,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2008,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),0.168,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2009,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),0.224,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2010,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),0.302,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2011,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),0.406,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2012,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),0.532,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2013,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),0.648,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2014,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),0.98,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2015,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),1.299,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2016,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),1.608,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2017,travailleurs tunisiens à l'étranger (RTTE),pensions servies (numérateur),1.957,millions de dinars,Σ classes × coefficient × SMIG 48 h × 2 400 h,"CNSS, annuaire statistique 2017 (arabe) ; 2010 pour les classes de 2000-2004 ; série cnss-regimes-annuaires (annuaire statistique 2017 (arabe), p. 279)","toutes natures, orphelins compris ; montants en milliers de dinars dans l'annuaire"
2000,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.01068091,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2001,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.01895735,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2002,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.02542373,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2003,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.03052729,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2004,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.03547855,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2005,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.04008746,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2006,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.04231771,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2007,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.04422869,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2008,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.04858862,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2009,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.0564663,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2010,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.06343453,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2011,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.07732949,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2012,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.10119641,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2013,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.12349398,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2014,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.15416238,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2015,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.19883041,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2016,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.25217391,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2017,travailleurs tunisiens à l'étranger (RTTE),ratio pensionnés / cotisants,0.34443169,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pensionnés ÷ actifs
2000,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,574.04,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2001,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,584.99,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2002,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,617.97,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2003,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,638.28,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2004,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,651.04,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2005,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,695.77,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
